[03Aug2024 00:14:55.049] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[03Aug2024 00:14:55.053] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.3 by Microsoft; OS Linux arch amd64 version 6.5.0-1022-azure
[03Aug2024 00:14:56.292] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[03Aug2024 00:14:56.339] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Minecraft-da-Pixa/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[03Aug2024 00:14:56.804] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Minecraft-da-Pixa/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.0/fmlcore-1.20.1-47.3.0.jar is missing mods.toml file
[03Aug2024 00:14:56.805] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Minecraft-da-Pixa/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.0/javafmllanguage-1.20.1-47.3.0.jar is missing mods.toml file
[03Aug2024 00:14:56.806] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Minecraft-da-Pixa/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.0/lowcodelanguage-1.20.1-47.3.0.jar is missing mods.toml file
[03Aug2024 00:14:56.808] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Minecraft-da-Pixa/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.0/mclanguage-1.20.1-47.3.0.jar is missing mods.toml file
[03Aug2024 00:14:57.187] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[03Aug2024 00:14:57.191] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: curios. Using Mod File: /workspaces/Minecraft-da-Pixa/servidor_minecraft/mods/curios-forge-5.9.1+1.20.1.jar
[03Aug2024 00:14:57.191] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 17 dependencies adding them to mods collection
[03Aug2024 00:15:01.347] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[03Aug2024 00:15:01.524] [main/ERROR] [mixin/]: Mixin config arclight.mixins.json does not specify "minVersion" property
[03Aug2024 00:15:01.596] [main/ERROR] [mixin/]: Mixin config azurelib.mixins.json does not specify "minVersion" property
[03Aug2024 00:15:01.598] [main/ERROR] [mixin/]: Mixin config azurelib.forge.mixins.json does not specify "minVersion" property
[03Aug2024 00:15:01.658] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[03Aug2024 00:15:01.816] [main/WARN] [mixin/]: Reference map 'mixins.ice_and_fire_delight.refmap.json' for mixins.ice_and_fire_delight.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.824] [main/WARN] [mixin/]: Reference map 'handcrafted-forge-1.20.1-forge-refmap.json' for handcrafted.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.829] [main/WARN] [mixin/]: Reference map 'CerbonsAPI-Forge-1.20.1-forge-refmap.json' for cerbons_api.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.832] [main/WARN] [mixin/]: Reference map 'yungsextras.refmap.json' for yungsextras.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.833] [main/WARN] [mixin/]: Reference map 'yungsextras.refmap.json' for yungsextras_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.862] [main/WARN] [mixin/]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.865] [main/WARN] [mixin/]: Reference map 'arclight.mixins.refmap.json' for arclight.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.866] [main/WARN] [mixin/]: Reference map 'LesRaisinsAddon_1201.refmap.json' for lradd.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.875] [main/WARN] [mixin/]: Reference map 'octolib.refmap.json' for octolib.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.882] [main/WARN] [mixin/]: Reference map 'EpheroLib-refmap.json' for epherolib.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.884] [main/WARN] [mixin/]: Reference map 'mixins.call_of_yucutan.refmap.json' for mixins.call_of_yucutan.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.891] [main/WARN] [mixin/]: Reference map 'simplyswords-forge-refmap.json' for simplyswords.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.906] [main/WARN] [mixin/]: Reference map 'mvs-forge-refmap.json' for mvs-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[03Aug2024 00:15:01.937] [main/INFO] [Puzzles Lib/]: Loading 153 mods:
	- ae2 15.2.11
[03Aug2024 00:15:48.507] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/tavern_quest/ancient_city'!
[03Aug2024 00:15:48.512] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'underground_bunkers:chests/underground_bunker/underground_bunker_normal'!
[03Aug2024 00:15:48.520] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/labyrinth_vault_jackpot'!
[03Aug2024 00:15:48.553] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/firewell_d'!
[03Aug2024 00:15:48.557] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/nether_skeleton_tower/skeleton_tower_supply'!
[03Aug2024 00:15:48.563] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterstrongholds:chests/prison_lg'!
[03Aug2024 00:15:48.573] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'farmersdelight:chests/fd_village_snowy_house'!
[03Aug2024 00:15:48.578] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/profession/everbright/weaponsmith'!
[03Aug2024 00:15:48.590] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/illager_hideout_random'!
[03Aug2024 00:15:48.592] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/sunset_maple_forest'!
[03Aug2024 00:15:48.597] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/tavern_quest/ruin_town'!
[03Aug2024 00:15:48.600] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/stronghold_boss'!
[03Aug2024 00:15:48.605] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'deeperdarker:chests/ancient_temple_storage'!
[03Aug2024 00:15:48.609] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/profession/everdawn/armorer'!
[03Aug2024 00:15:48.617] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/conduit_ruin/conduit_ruin_small'!
[03Aug2024 00:15:48.622] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/mining_supply'!
[03Aug2024 00:15:48.627] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/aurora_room'!
[03Aug2024 00:15:48.635] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/illager_mansion/kitchen'!
[03Aug2024 00:15:48.642] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/hill_2'!
[03Aug2024 00:15:48.645] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/hill_3'!
[03Aug2024 00:15:48.649] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/hill_1'!
[03Aug2024 00:15:48.652] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/bastion_hoglin_stable'!
[03Aug2024 00:15:48.664] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'sophisticatedbackpacks:inject/chests/woodland_mansion'!
[03Aug2024 00:15:48.667] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'skyvillages:chests/sky_village_butcher'!
[03Aug2024 00:15:48.683] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/nether_skeleton_tower/skeleton_tower_chest'!
[03Aug2024 00:15:48.710] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/underground_cabin_abyssal_chasm'!
[03Aug2024 00:15:48.712] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/stray_fort_tresure'!
[03Aug2024 00:15:48.715] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/profession/everbright/nightwatcher'!
[03Aug2024 00:15:48.726] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/magnetic_ruins'!
[03Aug2024 00:15:48.836] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/stronghold_cache'!
[03Aug2024 00:15:48.839] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'medieval_buildings:chests/tower'!
[03Aug2024 00:15:48.843] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterwitchhuts:chests/hut_0'!
[03Aug2024 00:15:48.848] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/forlorn_ruins'!
[03Aug2024 00:15:48.861] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/piglin_outstation/outstation_tower'!
[03Aug2024 00:15:48.873] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/farm_drop'!
[03Aug2024 00:15:48.877] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/profession/everbright/tannery'!
[03Aug2024 00:15:48.881] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'lootintegrations:chests/easy'!
[03Aug2024 00:15:48.885] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterdeserttemples:chests/tomb_pharaoh'!
[03Aug2024 00:15:48.896] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/illager_mansion/evoker_chest'!
[03Aug2024 00:15:48.906] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'lootr:chests/elytra'!
[03Aug2024 00:15:48.917] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/badland_miner_outpost_towers'!
[03Aug2024 00:15:48.923] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/caveman_house'!
[03Aug2024 00:15:48.932] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/gatekeeper_house/book'!
[03Aug2024 00:15:48.935] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterfortresses:chests/hall'!
[03Aug2024 00:15:48.941] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterstrongholds:chests/crypt'!
[03Aug2024 00:15:48.952] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'aether_villages:chests/olympic_citadel/olympic_citadel_treasure'!
[03Aug2024 00:15:48.958] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/illager_hideout_library'!
[03Aug2024 00:15:48.958] [Worker-Main-3/ERROR] [net.minecraftforge.common.ForgeHooks/]: Couldn't parse element loot_tables:twilightdelight:blocks/torchberry_cake
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'twilightdelight:torchberry_cake_slice'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%2372!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%2372!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%2372!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%2372!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.3.0-universal.jar%23402!/:?]
	at net.minecraftforge.common.ForgeHooks.lambda$getLootTableDeserializer$3(ForgeHooks.java:848) ~[forge-1.20.1-47.3.0-universal.jar%23402!/:?]
	at net.minecraft.world.level.storage.loot.LootDataType.deserialize(LootDataType.java:45) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.lambda$scheduleElementParse$4(LootDataManager.java:56) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at java.util.HashMap.forEach(HashMap.java:1429) ~[?:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.m_278660_(LootDataManager.java:55) ~[server-1.20.1-20230612.114412-srg.jar%23397!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:387) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1312) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1843) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1808) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:188) ~[?:?]
[03Aug2024 00:15:48.964] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterfortresses:chests/extra'!
[03Aug2024 00:15:48.971] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/illager_mansion/smithing_room'!
[03Aug2024 00:15:48.981] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/toxic_ruins'!
[03Aug2024 00:15:48.995] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'lootintegrations:chests/hard'!
[03Aug2024 00:15:49.004] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/illager_hideout_trash'!
[03Aug2024 00:15:49.012] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/blinding_dungeon/library_chest'!
[03Aug2024 00:15:49.016] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'deeperdarker:chests/ancient_temple_fountain'!
[03Aug2024 00:15:49.020] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/crystal_dunes'!
[03Aug2024 00:15:49.034] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/chest_level_1'!
[03Aug2024 00:15:49.038] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/chest_level_2'!
[03Aug2024 00:15:49.042] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterdeserttemples:chests/pharaoh_hidden'!
[03Aug2024 00:15:49.045] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/chest_level_3'!
[03Aug2024 00:15:49.049] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterdeserttemples:chests/statue'!
[03Aug2024 00:15:49.052] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betteroceanmonuments:chests/upper_side_chamber'!
[03Aug2024 00:15:49.062] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/tree_cache'!
[03Aug2024 00:15:49.070] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting scroll for skill 'improvableskills:enchanter' into LootTable 'minecraft:chests/stronghold_library'!
[03Aug2024 00:15:49.071] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/stronghold_library'!
[03Aug2024 00:15:49.073] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/tavern_quest/undead_crypt'!
[03Aug2024 00:15:49.078] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/witch_villa/lab'!
[03Aug2024 00:15:49.081] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'aether:chests/dungeon/bronze/bronze_dungeon_reward'!
[03Aug2024 00:15:49.111] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/desert_ruins/desert_ruin_grave'!
[03Aug2024 00:15:49.114] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/illager_mansion/ancient_city_raid_chest'!
[03Aug2024 00:15:49.119] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/bunker/common'!
[03Aug2024 00:15:49.127] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting scroll for skill 'improvableskills:silent_foot' into LootTable 'minecraft:chests/ancient_city_ice_box'!
[03Aug2024 00:15:49.127] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/ancient_city_ice_box'!
[03Aug2024 00:15:49.131] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting scroll for skill 'improvableskills:generic_protection' into LootTable 'minecraft:chests/simple_dungeon'!
[03Aug2024 00:15:49.131] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/simple_dungeon'!
[03Aug2024 00:15:49.146] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'sophisticatedbackpacks:inject/chests/desert_pyramid'!
[03Aug2024 00:15:49.153] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/witch_villa/kitchen'!
[03Aug2024 00:15:49.161] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterdeserttemples:chests/food_storage'!
[03Aug2024 00:15:49.164] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'medieval_buildings:chests/ship_barrel'!
[03Aug2024 00:15:49.178] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/illager_hideout_heart_loot'!
[03Aug2024 00:15:49.182] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/abyssal_ruins'!
[03Aug2024 00:15:49.188] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterstrongholds:chests/armoury'!
[03Aug2024 00:15:49.198] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'farmersdelight:chests/fd_simple_dungeon'!
[03Aug2024 00:15:49.205] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/shipwreck_supply'!
[03Aug2024 00:15:49.209] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'magistuarmory:chests/ruined_portal'!
[03Aug2024 00:15:49.212] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting scroll for skill 'improvableskills:alchemist' into LootTable 'minecraft:entities/witch'!
[03Aug2024 00:15:49.219] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'skyvillages:chests/sky_village_cartographer'!
[03Aug2024 00:15:49.234] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'nova_structures:chests/illager_hideout_utility'!
[03Aug2024 00:15:49.244] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'bosses_of_mass_destruction:chests/gauntlet'!
[03Aug2024 00:15:49.252] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterstrongholds:chests/mess'!
[03Aug2024 00:15:49.269] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'lootintegrations:chests/nether'!
[03Aug2024 00:15:49.272] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'deeperdarker:chests/ancient_temple_secret'!
[03Aug2024 00:15:49.275] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/basic_chest'!
[03Aug2024 00:15:49.280] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'minecraft:chests/stronghold_crossing'!
[03Aug2024 00:15:49.286] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'aether:chests/dungeon/silver/silver_dungeon_gravitite'!
[03Aug2024 00:15:49.296] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterfortresses:chests/worship'!
[03Aug2024 00:15:49.300] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'twilightforest:chests/well'!
[03Aug2024 00:15:49.306] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'alexscaves:chests/underground_cabin_primordial_caves'!
[03Aug2024 00:15:49.312] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'betterjungletemples:chests/treasure'!
[03Aug2024 00:15:49.318] [Worker-Main-3/INFO] [ImprovableSkills/]: Injecting parchment into LootTable 'blue_skies:chests/village/brightlands'!
